INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IZHK5F', 17, 'give', 'Season drop appear lose system finish.', 1679.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JISEB7', 89, 'during', 'Necessary look single experience product.', 1815.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4A5XAL', 93, 'ball', 'Rest head society fall after.', 716.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('96AY8H', 53, 'site', 'Public relationship leader.', 1366.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YHCAPX', 50, 'course', 'Meet yourself wait high me.', 743.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q7OU02', 80, 'perform', 'Yet fund so summer father.', 88.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7GEEVC', 27, 'size', 'Song chair response answer.', 337.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CT06AK', 68, 'method', 'Ground reach tree.', 608.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('S2FXK1', 32, 'surface', 'Up fall claim put study see.', 1260.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IA4PGX', 15, 'again', 'Billion Mr how from both.', 1762.89);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YHJRFQ', 55, 'question', 'Someone time school issue.', 880.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6C02I5', 13, 'executive', 'Mention floor expect.', 233.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VFOZP8', 28, 'focus', 'Wonder region last reality team purpose month others.', 717.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZN0BM0', 14, 'forget', 'Give where contain rather sign.', 936.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QNSFAK', 38, 'meet', 'Seek form than law pick.', 1808.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z38MHN', 38, 'summer', 'Those admit it table sense.', 1774.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FEJBRY', 79, 'my', 'Audience decision still when evidence sport.', 81.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('U0WIZC', 70, 'stand', 'Order act play field miss.', 301.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2E96VW', 31, 'summer', 'Alone three coach open somebody per reflect.', 572.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VBTFVV', 39, 'believe', 'Might spring system bill per significant gun.', 778.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('E6E61O', 38, 'space', 'Treatment nation continue individual realize.', 439.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OO7RO1', 17, 'consider', 'Ago environmental human part.', 1390.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5ME9HD', 14, 'hot', 'Program top what face.', 150.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CLEATR', 95, 'identify', 'Kind Congress reflect small.', 997.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y23YTK', 70, 'plan', 'Body glass position.', 1635.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XHS5UF', 64, 'possible', 'Unit road travel lose.', 1692.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BJG7R6', 3, 'admit', 'Phone nothing later.', 171.41);
