INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0GBEHM', 23, 'among', 'Reason image her level long new.', 1747.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NIHU44', 43, 'early', 'Last inside name study way office.', 109.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WQXI18', 1, 'culture', 'Character can huge his last law.', 324.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4CXXIX', 16, 'knowledge', 'Beat fact around over mission sometimes out.', 724.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AIAV7W', 22, 'product', 'Country produce special break relationship itself.', 1844.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0NL6C7', 28, 'new', 'Enough ready about up return.', 705.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9ZLXX5', 3, 'return', 'Amount light she treatment how Congress town.', 1167.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y7IDX4', 5, 'deal', 'Thought least color control push sea.', 1506.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8AAFGQ', 6, 'fish', 'Writer theory herself over.', 517.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CHR580', 19, 'should', 'Dream relate practice trip them.', 1990.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9RM5WZ', 41, 'police', 'Down term during.', 171.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VLBF6D', 27, 'talk', 'Discover say bed structure nature indeed.', 1116.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HEFYOQ', 40, 'leave', 'Benefit standard great page fill decision nothing.', 1453.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9WC5HI', 41, 'president', 'Drop this popular cell.', 412.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L6ZTMT', 5, 'official', 'Blood agent detail interest poor face another.', 1972.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LI1BX2', 33, 'suffer', 'Region chair visit explain tell participant me.', 138.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MXCAWW', 55, 'clear', 'Discussion performance study research catch itself organization.', 681.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BOUZFZ', 8, 'size', 'Drive deal why piece poor.', 221.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('02F948', 53, 'company', 'Single second recognize number executive step.', 1171.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9JTAWU', 55, 'improve', 'Onto necessary continue young music class short.', 947.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4PC99D', 40, 'onto', 'Single decide majority natural past now middle.', 1740.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HPDT0Q', 37, 'move', 'Race nearly feeling near.', 1586.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JMA7IE', 2, 'computer', 'Member do much door trip officer region.', 516.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0R58ME', 53, 'employee', 'Laugh cold create meeting hair lot exactly card.', 831.85);
